implementationBatch,sourceCsvRow,state,priority,category,providerName,proposedSlug,providerRole,officialWebsite,sourceType,candidateRecommendedAction,codexDecision,existingMatchedSlug,existingMatchReason,normalizedDomain,existingDomainSlugs,coverageModel,recommendedZipPrefixesIfKnown,exactZipsIfKnown,addressCheckRequired,shouldCreateMovingTask,shouldShowInNormalRecommendations,shouldShowTrackAsService,riskLevel,codexReason
BATCH_2_LOCAL_UTILITY_REVIEW,36,DC,Critical,UTILITY_TRASH,DC Department of Public Works Trash Collection,dc-dpw-trash-collection,START_STOP_SERVICE_PROVIDER,https://dpw.dc.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_MANUAL_REVIEW,,"Real municipal collection surface, but eligibility depends on building size/private collection; manual review before public recommendation.",dpw.dc.gov,,live_address,200;202;203;204;205,,yes,no,no,no,MEDIUM,"Real municipal collection surface, but eligibility depends on building size/private collection; manual review before public recommendation."
BATCH_2_LOCAL_UTILITY_REVIEW,39,DC,High,UTILITY_TRASH,DPW Bulk Trash Collection,dc-dpw-bulk-trash,START_STOP_SERVICE_PROVIDER,https://dpw.dc.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,REJECT_RESOURCE_ONLY,,"Bulk-trash request/resource page, not a normal recurring provider account for move tracking.",dpw.dc.gov,,none,200;202;203;204;205,,yes,no,no,no,MEDIUM,"Bulk-trash request/resource page, not a normal recurring provider account for move tracking."
BATCH_2_LOCAL_UTILITY_REVIEW,38,DC,High,UTILITY_TRASH,DPW Collection Day App,dc-dpw-collection-day-app,START_STOP_SERVICE_PROVIDER,https://dpw.dc.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,REJECT_RESOURCE_ONLY,,"Collection-day lookup app/resource, not a provider account or start/stop service surface.",dpw.dc.gov,,none,,,yes,no,no,no,MEDIUM,"Collection-day lookup app/resource, not a provider account or start/stop service surface."
BATCH_2_LOCAL_UTILITY_REVIEW,37,DC,High,UTILITY_TRASH,Zero Waste DC Residential Recycling,zero-waste-dc-recycling,START_STOP_SERVICE_PROVIDER,https://zerowaste.dc.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,REJECT_RESOURCE_ONLY,,Educational recycling resource; larger buildings require private collection.,zerowaste.dc.gov,,none,200;202;203;204;205,,yes,no,no,no,MEDIUM,Educational recycling resource; larger buildings require private collection.
BATCH_2_LOCAL_UTILITY_REVIEW,25,DC,High,UTILITY_WATER,DC Water Start or Stop Service,dc-water-start-stop,START_STOP_SERVICE_PROVIDER,https://www.dcwater.com,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,dc-water,Existing DC Water provider already covers the customer account/start-stop surface.,dcwater.com,dc-water,existing_provider_update,200;202;203;204;205,,yes,no,no,no,MEDIUM,Existing DC Water provider already covers the customer account/start-stop surface.
BATCH_2_LOCAL_UTILITY_REVIEW,48,DE,High,UTILITY_SEWER,City of Dover Wastewater,city-of-dover-wastewater,START_STOP_SERVICE_PROVIDER,https://www.cityofdover.gov/departments/CustomerService/utility-services,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,city-of-dover-electric,Same City of Dover utility customer-services surface as the existing Batch 1 electric row.,cityofdover.gov,city-of-dover-electric,existing_provider_update,,19901;19904,yes,no,no,no,MEDIUM,Same City of Dover utility customer-services surface as the existing Batch 1 electric row.
BATCH_2_LOCAL_UTILITY_REVIEW,44,DE,High,UTILITY_SEWER,City of Newark Wastewater,newark-de-wastewater,START_STOP_SERVICE_PROVIDER,https://newarkde.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,city-of-newark-electric,Same City of Newark utility account/domain as the existing Batch 1 electric row.,newarkde.gov,city-of-newark-electric,existing_provider_update,,19711;19713;19716;19717,yes,no,no,no,MEDIUM,Same City of Newark utility account/domain as the existing Batch 1 electric row.
BATCH_2_LOCAL_UTILITY_REVIEW,46,DE,High,UTILITY_SEWER,Kent County Wastewater Division,kent-county-wastewater,START_STOP_SERVICE_PROVIDER,https://www.kentcountyde.gov/My-Government/Departments/Public-Works,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,kentcountyde.gov,,zip_prefix,199,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,50,DE,High,UTILITY_SEWER,Lewes Board of Public Works Wastewater,lewes-bpw-wastewater,START_STOP_SERVICE_PROVIDER,https://www.lewesbpwde.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,lewes-bpw-electric,Same Lewes Board of Public Works customer account as the existing Batch 1 electric row.,lewesbpwde.gov,lewes-bpw-electric,existing_provider_update,,19958,yes,no,no,no,MEDIUM,Same Lewes Board of Public Works customer account as the existing Batch 1 electric row.
BATCH_2_LOCAL_UTILITY_REVIEW,45,DE,High,UTILITY_SEWER,New Castle County Sewer,new-castle-county-sewer,START_STOP_SERVICE_PROVIDER,https://www.newcastlede.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,newcastlede.gov,,zip_prefix,197;198,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,47,DE,High,UTILITY_SEWER,Sussex County Environmental Services,sussex-county-sewer,START_STOP_SERVICE_PROVIDER,https://sussexcountyde.gov/sewer-water,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,sussexcountyde.gov,,zip_prefix,199,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,49,DE,High,UTILITY_SEWER,Town of Middletown Wastewater,town-of-middletown-wastewater,START_STOP_SERVICE_PROVIDER,https://www.middletown.delaware.gov/departments/Water-Wastewater,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,town-of-middletown-electric,Same Middletown utilities customer account as the existing Batch 1 electric row.,middletown.delaware.gov,town-of-middletown-electric,existing_provider_update,,19709;19734,yes,no,no,no,MEDIUM,Same Middletown utilities customer account as the existing Batch 1 electric row.
BATCH_2_LOCAL_UTILITY_REVIEW,43,DE,High,UTILITY_SEWER,Wilmington Water Utility Wastewater,wilmington-water-wastewater,START_STOP_SERVICE_PROVIDER,https://www.wilmingtondewater.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,wilmington-water-utility,Same Wilmington Water Utility account as the planned water row; avoid duplicate water/sewer providers.,wilmingtondewater.gov,,existing_provider_update,198,,yes,no,no,no,MEDIUM,Same Wilmington Water Utility account as the planned water row; avoid duplicate water/sewer providers.
BATCH_2_LOCAL_UTILITY_REVIEW,60,DE,High,UTILITY_TRASH,City of Dover Sanitation / Recycling,city-of-dover-sanitation,START_STOP_SERVICE_PROVIDER,https://www.cityofdover.gov/sanitation,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,city-of-dover-electric,Same City of Dover municipal utility/customer-services family; avoid a duplicate provider row.,cityofdover.gov,city-of-dover-electric,existing_provider_update,,19901;19904,yes,no,no,no,MEDIUM,Same City of Dover municipal utility/customer-services family; avoid a duplicate provider row.
BATCH_2_LOCAL_UTILITY_REVIEW,59,DE,High,UTILITY_TRASH,City of Newark Refuse and Recycling,newark-de-refuse-recycling,START_STOP_SERVICE_PROVIDER,https://newarkde.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,city-of-newark-electric,Same City of Newark municipal services account/domain; avoid a duplicate provider row.,newarkde.gov,city-of-newark-electric,existing_provider_update,,19711;19713;19716;19717,yes,no,no,no,MEDIUM,Same City of Newark municipal services account/domain; avoid a duplicate provider row.
BATCH_2_LOCAL_UTILITY_REVIEW,58,DE,High,UTILITY_TRASH,City of Wilmington Trash and Recycling,wilmington-trash-recycling,START_STOP_SERVICE_PROVIDER,https://www.wilmingtonde.gov/residents/keeping-wilmington-clean/trash-collection,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,wilmingtonde.gov,,zip_prefix,198,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,61,DE,High,UTILITY_TRASH,Kent County Trash and Recycling Pickup,kent-county-trash-recycling,START_STOP_SERVICE_PROVIDER,https://www.kentcountyde.gov/Residents/Trash-Sewer/Trash-Recycling-Pickup,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_MANUAL_REVIEW,,"County trash/recycling pickup is material, but not every county address is necessarily covered.",kentcountyde.gov,,live_address,199,,yes,no,no,no,MEDIUM,"County trash/recycling pickup is material, but not every county address is necessarily covered."
BATCH_2_LOCAL_UTILITY_REVIEW,35,DE,High,UTILITY_WATER,City of Dover Water / Customer Services,city-of-dover-water,START_STOP_SERVICE_PROVIDER,https://www.cityofdover.gov/departments/CustomerService/utility-services,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,city-of-dover-electric,Same City of Dover utility customer-services surface as the existing Batch 1 electric row.,cityofdover.gov,city-of-dover-electric,existing_provider_update,,19901;19904,yes,no,no,no,MEDIUM,Same City of Dover utility customer-services surface as the existing Batch 1 electric row.
BATCH_2_LOCAL_UTILITY_REVIEW,34,DE,High,UTILITY_WATER,City of Newark Public Works and Water Resources,newark-de-water,START_STOP_SERVICE_PROVIDER,https://newarkde.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,city-of-newark-electric,Same City of Newark utility account/domain as the existing Batch 1 electric row.,newarkde.gov,city-of-newark-electric,existing_provider_update,,19711;19713;19716;19717,yes,no,no,no,MEDIUM,Same City of Newark utility account/domain as the existing Batch 1 electric row.
BATCH_2_LOCAL_UTILITY_REVIEW,37,DE,High,UTILITY_WATER,Lewes Board of Public Works Water,lewes-bpw-water,START_STOP_SERVICE_PROVIDER,https://www.lewesbpwde.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,lewes-bpw-electric,Same Lewes Board of Public Works customer account as the existing Batch 1 electric row.,lewesbpwde.gov,lewes-bpw-electric,existing_provider_update,,19958,yes,no,no,no,MEDIUM,Same Lewes Board of Public Works customer account as the existing Batch 1 electric row.
BATCH_2_LOCAL_UTILITY_REVIEW,38,DE,High,UTILITY_WATER,Municipal Services Commission of the City of New Castle Water,new-castle-msc-water,START_STOP_SERVICE_PROVIDER,https://newcastlemsc.delaware.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,new-castle-msc-electric,Same New Castle MSC customer account as the existing Batch 1 electric row.,newcastlemsc.delaware.gov,new-castle-msc-electric,existing_provider_update,,19720,yes,no,no,no,MEDIUM,Same New Castle MSC customer account as the existing Batch 1 electric row.
BATCH_2_LOCAL_UTILITY_REVIEW,36,DE,High,UTILITY_WATER,Town of Middletown Water,town-of-middletown-water,START_STOP_SERVICE_PROVIDER,https://www.middletown.delaware.gov/departments/Water-Wastewater,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,town-of-middletown-electric,Same Middletown utilities customer account as the existing Batch 1 electric row.,middletown.delaware.gov,town-of-middletown-electric,existing_provider_update,,19709;19734,yes,no,no,no,MEDIUM,Same Middletown utilities customer account as the existing Batch 1 electric row.
BATCH_2_LOCAL_UTILITY_REVIEW,33,DE,High,UTILITY_WATER,Wilmington Water Utility,wilmington-water-utility,START_STOP_SERVICE_PROVIDER,https://www.wilmingtondewater.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,wilmingtondewater.gov,,zip_prefix,198,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,67,FL,High,UTILITY_SEWER,City of Orlando Wastewater Division,orlando-wastewater,START_STOP_SERVICE_PROVIDER,https://www.orlando.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,orlando.gov,,zip_prefix,328,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,65,FL,High,UTILITY_SEWER,Hillsborough County Wastewater,hillsborough-county-wastewater,START_STOP_SERVICE_PROVIDER,https://hcfl.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,hillsborough-county-water,Same Hillsborough County utility account as the planned water row; avoid duplicate water/sewer providers.,hcfl.gov,,existing_provider_update,335;336,,yes,no,no,no,MEDIUM,Same Hillsborough County utility account as the planned water row; avoid duplicate water/sewer providers.
BATCH_2_LOCAL_UTILITY_REVIEW,62,FL,High,UTILITY_SEWER,Orange County Utilities Wastewater,orange-county-utilities-wastewater,START_STOP_SERVICE_PROVIDER,https://www.orangecountyfl.net,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,orange-county-utilities-water,Same Orange County Utilities account as the planned water row; avoid duplicate water/sewer providers.,orangecountyfl.net,,existing_provider_update,327;328,,yes,no,no,no,MEDIUM,Same Orange County Utilities account as the planned water row; avoid duplicate water/sewer providers.
BATCH_2_LOCAL_UTILITY_REVIEW,64,FL,High,UTILITY_SEWER,Palm Beach County Water Utilities Wastewater,palm-beach-county-wastewater,START_STOP_SERVICE_PROVIDER,https://discover.pbcgov.org/waterutilities,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,palm-beach-county-water,Same Palm Beach County Water Utilities account as the planned water row; avoid duplicate water/sewer providers.,discover.pbcgov.org,,existing_provider_update,334,,yes,no,no,no,MEDIUM,Same Palm Beach County Water Utilities account as the planned water row; avoid duplicate water/sewer providers.
BATCH_2_LOCAL_UTILITY_REVIEW,66,FL,High,UTILITY_SEWER,Pinellas County Utilities Sewer,pinellas-county-sewer,START_STOP_SERVICE_PROVIDER,https://pinellas.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,UPDATE_EXISTING_ONLY,pinellas-county-water,Same Pinellas County Utilities account as the planned water row; avoid duplicate water/sewer providers.,pinellas.gov,,existing_provider_update,337;346,,yes,no,no,no,MEDIUM,Same Pinellas County Utilities account as the planned water row; avoid duplicate water/sewer providers.
BATCH_2_LOCAL_UTILITY_REVIEW,77,FL,High,UTILITY_TRASH,Broward County Solid Waste and Recycling Services,broward-county-solid-waste-recycling,START_STOP_SERVICE_PROVIDER,https://www.broward.org/WasteAndRecycling,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_MANUAL_REVIEW,,"County solid-waste surface is material, but source warns not to treat it as countywide curbside pickup.",broward.org,,live_address,330;333,,yes,no,no,no,MEDIUM,"County solid-waste surface is material, but source warns not to treat it as countywide curbside pickup."
BATCH_2_LOCAL_UTILITY_REVIEW,76,FL,High,UTILITY_TRASH,City of Miami Solid Waste,city-of-miami-solid-waste,START_STOP_SERVICE_PROVIDER,https://www.miami.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,miami.gov,,zip_prefix,331,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,84,FL,High,UTILITY_TRASH,City of Orlando Solid Waste,city-of-orlando-solid-waste,START_STOP_SERVICE_PROVIDER,https://www.orlando.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,orlando.gov,,zip_prefix,328,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,80,FL,High,UTILITY_TRASH,City of Tampa Solid Waste,city-of-tampa-solid-waste,START_STOP_SERVICE_PROVIDER,https://www.tampa.gov/solidwaste,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,tampa.gov,tampa-water,zip_prefix,336,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,85,FL,High,UTILITY_TRASH,Jacksonville Solid Waste,jacksonville-solid-waste,START_STOP_SERVICE_PROVIDER,https://www.jacksonville.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,jacksonville.gov,,zip_prefix,320;322,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,75,FL,High,UTILITY_TRASH,Miami-Dade Solid Waste Management,miami-dade-solid-waste,START_STOP_SERVICE_PROVIDER,https://www.miamidade.gov/solidwaste,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,miamidade.gov,miami-transit;miami-water,zip_prefix,330;331;332,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,83,FL,High,UTILITY_TRASH,Orange County Solid Waste,orange-county-solid-waste,START_STOP_SERVICE_PROVIDER,https://www.ocfl.net,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.,ocfl.net,,zip_prefix,327;328,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local trash/sanitation collection provider or municipal service surface; address context is required and no statewide coverage is assumed.
BATCH_2_LOCAL_UTILITY_REVIEW,78,FL,High,UTILITY_TRASH,Solid Waste Authority of Palm Beach County,palm-beach-county-solid-waste-authority,START_STOP_SERVICE_PROVIDER,https://swa.org,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_MANUAL_REVIEW,,"Real county solid-waste authority, but collection details may depend on municipality or hauler.",swa.org,,live_address,334,,yes,no,no,no,MEDIUM,"Real county solid-waste authority, but collection details may depend on municipality or hauler."
BATCH_2_LOCAL_UTILITY_REVIEW,49,FL,High,UTILITY_WATER,Hillsborough County Water Resources,hillsborough-county-water,START_STOP_SERVICE_PROVIDER,https://hcfl.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,hcfl.gov,,zip_prefix,335;336,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,46,FL,High,UTILITY_WATER,Orange County Utilities Water,orange-county-utilities-water,START_STOP_SERVICE_PROVIDER,https://www.orangecountyfl.net,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,orangecountyfl.net,,zip_prefix,327;328,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,48,FL,High,UTILITY_WATER,Palm Beach County Water Utilities Department,palm-beach-county-water,START_STOP_SERVICE_PROVIDER,https://discover.pbcgov.org/waterutilities,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,discover.pbcgov.org,,zip_prefix,334,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
BATCH_2_LOCAL_UTILITY_REVIEW,50,FL,High,UTILITY_WATER,Pinellas County Utilities Water,pinellas-county-water,START_STOP_SERVICE_PROVIDER,https://pinellas.gov,official/provider or municipal source from original audit,ADD_MANUAL_REVIEW,ADD_NEW_ACTIVE,,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.,pinellas.gov,,zip_prefix,337;346,,yes,yes_after_address_or_context_match,yes_after_address_or_context_match,yes,MEDIUM,Real local/regional utility account or municipal customer-service surface with start/stop/billing/address relevance for moving.
